time,x,y,z,roll,pitch,yaw,ref_x,ref_y,ref_z,F,tau_x,tau_y,tau_z,dt,latency_us
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.810000,0.000000,-0.000000,0.000000,0.004000,0.000000
0.004095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.791573,0.000000,-0.000000,0.000000,0.004095,95.347000
0.008065,0.000000,0.000000,0.000049,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.773769,0.000000,-0.000000,0.000000,0.003970,65.212000
0.012098,0.000000,0.000000,0.000146,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.755745,0.000000,-0.000000,0.000000,0.004032,97.688000
0.016101,0.000000,0.000000,0.000290,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.737912,0.000000,-0.000000,0.000000,0.004003,100.887000
0.020082,0.000000,0.000000,0.000481,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.720239,0.000000,-0.000000,0.000000,0.003981,81.752000
0.024181,0.000000,0.000000,0.000725,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.702101,0.000000,-0.000000,0.000000,0.004099,180.617000
0.028066,0.000000,0.000000,0.001003,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.684967,0.000000,-0.000000,0.000000,0.003886,66.334000
0.032071,0.000000,0.000000,0.001334,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.667366,0.000000,-0.000000,0.000000,0.004005,70.866000
0.036076,0.000000,0.000000,0.001711,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.649822,0.000000,-0.000000,0.000000,0.004005,76.249000
0.040065,0.000000,0.000000,0.002132,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.632411,0.000000,-0.000000,0.000000,0.003988,64.670000
0.044075,0.000000,0.000000,0.002601,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.614964,0.000000,-0.000000,0.000000,0.004010,74.757000
0.048068,0.000000,0.000000,0.003114,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.597650,0.000000,-0.000000,0.000000,0.003994,68.326000
0.052061,0.000000,0.000000,0.003671,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.580397,0.000000,-0.000000,0.000000,0.003993,61.284000
0.056060,0.000000,0.000000,0.004273,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.563177,0.000000,-0.000000,0.000000,0.003999,59.871000
