time,x,y,z,roll,pitch,yaw,ref_x,ref_y,ref_z,F,tau_x,tau_y,tau_z,dt,latency_us
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.810000,0.000000,-0.000000,0.000000,0.004000,0.000000
0.004005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.791977,0.000000,-0.000000,0.000000,0.004005,5.291000
0.008010,0.000000,0.000000,0.000048,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.774015,0.000000,-0.000000,0.000000,0.004005,10.101000
0.012015,0.000000,0.000000,0.000144,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.756114,0.000000,-0.000000,0.000000,0.004005,15.003000
0.016025,0.000000,0.000000,0.000288,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.738249,0.000000,-0.000000,0.000000,0.004010,25.109000
0.020019,0.000000,0.000000,0.000478,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.720517,0.000000,-0.000000,0.000000,0.003994,18.697000
0.024023,0.000000,0.000000,0.000716,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.702795,0.000000,-0.000000,0.000000,0.004005,23.414000
0.028006,0.000000,0.000000,0.000998,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.685229,0.000000,-0.000000,0.000000,0.003983,6.483000
0.032005,0.000000,0.000000,0.001328,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.667653,0.000000,-0.000000,0.000000,0.003999,5.311000
0.036006,0.000000,0.000000,0.001704,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.650129,0.000000,-0.000000,0.000000,0.004000,5.787000
0.040006,0.000000,0.000000,0.002126,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.632668,0.000000,-0.000000,0.000000,0.004000,5.634000
0.044017,0.000000,0.000000,0.002595,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.615216,0.000000,-0.000000,0.000000,0.004011,16.610000
0.048008,0.000000,0.000000,0.003106,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.597908,0.000000,-0.000000,0.000000,0.003992,8.346000
0.052008,0.000000,0.000000,0.003663,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.580625,0.000000,-0.000000,0.000000,0.004000,8.044000
0.056027,0.000000,0.000000,0.004268,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.563318,0.000000,-0.000000,0.000000,0.004019,26.780000
0.060014,0.000000,0.000000,0.004913,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.546206,0.000000,-0.000000,0.000000,0.003987,14.126000
0.064010,0.000000,0.000000,0.005602,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.529116,0.000000,-0.000000,0.000000,0.003996,10.288000
0.068011,0.000000,0.000000,0.006336,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.512063,0.000000,-0.000000,0.000000,0.004001,11.098000
0.072006,0.000000,0.000000,0.007113,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.495095,0.000000,-0.000000,0.000000,0.003995,5.963000
0.076006,0.000000,0.000000,0.007934,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.478165,0.000000,-0.000000,0.000000,0.004000,5.569000
0.080005,0.000000,0.000000,0.008797,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.461297,0.000000,-0.000000,0.000000,0.003999,4.582000
0.084005,0.000000,0.000000,0.009704,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.444483,0.000000,-0.000000,0.000000,0.004000,4.503000
0.088005,0.000000,0.000000,0.010653,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.427723,0.000000,-0.000000,0.000000,0.004001,5.405000
0.092005,0.000000,0.000000,0.011644,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.411029,0.000000,-0.000000,0.000000,0.003999,4.733000
0.096006,0.000000,0.000000,0.012677,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.394385,0.000000,-0.000000,0.000000,0.004001,5.802000
0.100005,0.000000,0.000000,0.013751,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.377808,0.000000,-0.000000,0.000000,0.003999,5.130000
0.104008,0.000000,0.000000,0.014868,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.361273,0.000000,-0.000000,0.000000,0.004003,8.014000
0.108008,0.000000,0.000000,0.016025,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.344810,0.000000,-0.000000,0.000000,0.004000,7.620000
0.112006,0.000000,0.000000,0.017222,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.328411,0.000000,-0.000000,0.000000,0.003998,5.782000
0.116006,0.000000,0.000000,0.018460,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.312060,0.000000,-0.000000,0.000000,0.004000,6.073000
0.120005,0.000000,0.000000,0.019739,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.295773,0.000000,-0.000000,0.000000,0.003999,5.345000
0.124005,0.000000,0.000000,0.021057,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.279539,0.000000,-0.000000,0.000000,0.004000,5.377000
0.128005,0.000000,0.000000,0.022416,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.263364,0.000000,-0.000000,0.000000,0.004000,5.335000
0.132008,0.000000,0.000000,0.023814,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.247236,0.000000,-0.000000,0.000000,0.004002,7.719000
0.136005,0.000000,0.000000,0.025251,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.231186,0.000000,-0.000000,0.000000,0.003997,5.139000
0.140006,0.000000,0.000000,0.026727,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.215180,0.000000,-0.000000,0.000000,0.004001,5.727000
0.144005,0.000000,0.000000,0.028242,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.199235,0.000000,-0.000000,0.000000,0.004000,5.499000
0.148005,0.000000,0.000000,0.029795,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.183347,0.000000,-0.000000,0.000000,0.004000,5.439000
0.152006,0.000000,0.000000,0.031387,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.167513,0.000000,-0.000000,0.000000,0.004000,5.915000
0.156006,0.000000,0.000000,0.033017,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.151738,0.000000,-0.000000,0.000000,0.004000,6.040000
0.160006,0.000000,0.000000,0.034684,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.136019,0.000000,-0.000000,0.000000,0.004000,6.257000
0.164005,0.000000,0.000000,0.036389,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.120361,0.000000,-0.000000,0.000000,0.003999,5.418000
0.168006,0.000000,0.000000,0.038131,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.104755,0.000000,-0.000000,0.000000,0.004001,5.969000
0.172005,0.000000,0.000000,0.039909,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.089211,0.000000,-0.000000,0.000000,0.003999,5.334000
0.176008,0.000000,0.000000,0.041726,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.073709,0.000000,-0.000000,0.000000,0.004002,7.792000
0.180024,0.000000,0.000000,0.043586,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.058212,0.000000,-0.000000,0.000000,0.004016,24.046000
0.184007,0.000000,0.000000,0.045467,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.042900,0.000000,-0.000000,0.000000,0.003983,7.170000
0.188008,0.000000,0.000000,0.047391,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.027576,0.000000,-0.000000,0.000000,0.004000,7.517000
0.192005,0.000000,0.000000,0.049350,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.012321,0.000000,-0.000000,0.000000,0.003997,4.826000
0.196012,0.000000,0.000000,0.051349,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.997084,0.000000,-0.000000,0.000000,0.004007,12.247000
0.200017,0.000000,0.000000,0.053382,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.981914,0.000000,-0.000000,0.000000,0.004005,16.761000
0.204005,0.000000,0.000000,0.055442,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.966860,0.000000,-0.000000,0.000000,0.003988,5.107000
0.208009,0.000000,0.000000,0.057545,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.951803,0.000000,-0.000000,0.000000,0.004004,9.158000
0.212007,0.000000,0.000000,0.059679,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.936825,0.000000,-0.000000,0.000000,0.003998,7.023000
0.216004,0.000000,0.000000,0.061847,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.921905,0.000000,-0.000000,0.000000,0.003997,4.425000
0.220005,0.000000,0.000000,0.064050,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.907028,0.000000,-0.000000,0.000000,0.004000,4.827000
0.224005,0.000000,0.000000,0.066287,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.892210,0.000000,-0.000000,0.000000,0.004000,4.693000
0.228005,0.000000,0.000000,0.068558,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.877445,0.000000,-0.000000,0.000000,0.004000,4.669000
0.232005,0.000000,0.000000,0.070862,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.862738,0.000000,-0.000000,0.000000,0.004000,4.627000
0.236005,0.000000,0.000000,0.073199,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.848083,0.000000,-0.000000,0.000000,0.004000,4.603000
0.240005,0.000000,0.000000,0.075569,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.833486,0.000000,-0.000000,0.000000,0.004000,4.598000
