time,x,y,z,roll,pitch,yaw,ref_x,ref_y,ref_z,F,tau_x,tau_y,tau_z,dt,latency_us
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.810000,0.000000,-0.000000,0.000000,0.004000,0.000000
0.004021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.791908,0.000000,-0.000000,0.000000,0.004021,20.625000
0.008040,0.000000,0.000000,0.000048,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.773880,0.000000,-0.000000,0.000000,0.004020,40.416000
0.012035,0.000000,0.000000,0.000145,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.756026,0.000000,-0.000000,0.000000,0.003994,34.596000
0.016041,0.000000,0.000000,0.000288,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.738177,0.000000,-0.000000,0.000000,0.004007,41.110000
0.020019,0.000000,0.000000,0.000478,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.720516,0.000000,-0.000000,0.000000,0.003978,18.882000
0.024028,0.000000,0.000000,0.000716,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.702775,0.000000,-0.000000,0.000000,0.004009,28.155000
0.028018,0.000000,0.000000,0.000999,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.685179,0.000000,-0.000000,0.000000,0.003990,17.909000
0.032012,0.000000,0.000000,0.001329,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.667624,0.000000,-0.000000,0.000000,0.003994,11.811000
0.036006,0.000000,0.000000,0.001704,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.650129,0.000000,-0.000000,0.000000,0.003994,5.917000
0.040010,0.000000,0.000000,0.002127,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.632647,0.000000,-0.000000,0.000000,0.004004,10.338000
0.044006,0.000000,0.000000,0.002594,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.615262,0.000000,-0.000000,0.000000,0.003996,6.185000
0.048011,0.000000,0.000000,0.003106,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.597898,0.000000,-0.000000,0.000000,0.004004,10.606000
0.052007,0.000000,0.000000,0.003663,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.580629,0.000000,-0.000000,0.000000,0.003996,6.971000
0.056008,0.000000,0.000000,0.004265,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.563399,0.000000,-0.000000,0.000000,0.004001,7.984000
0.060006,0.000000,0.000000,0.004911,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.546240,0.000000,-0.000000,0.000000,0.003999,6.498000
0.064006,0.000000,0.000000,0.005601,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.529136,0.000000,-0.000000,0.000000,0.003999,5.622000
0.068011,0.000000,0.000000,0.006337,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.512062,0.000000,-0.000000,0.000000,0.004006,11.413000
0.072006,0.000000,0.000000,0.007113,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.495094,0.000000,-0.000000,0.000000,0.003995,6.205000
0.076012,0.000000,0.000000,0.007935,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.478138,0.000000,-0.000000,0.000000,0.004006,11.940000
0.080010,0.000000,0.000000,0.008799,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.461273,0.000000,-0.000000,0.000000,0.003998,10.231000
0.084006,0.000000,0.000000,0.009704,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.444475,0.000000,-0.000000,0.000000,0.003996,6.430000
0.088006,0.000000,0.000000,0.010653,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.427723,0.000000,-0.000000,0.000000,0.003999,5.536000
0.092005,0.000000,0.000000,0.011644,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.411028,0.000000,-0.000000,0.000000,0.003999,4.864000
0.096005,0.000000,0.000000,0.012676,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.394389,0.000000,-0.000000,0.000000,0.004000,4.840000
0.100006,0.000000,0.000000,0.013751,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.377804,0.000000,-0.000000,0.000000,0.004001,6.002000
0.104005,0.000000,0.000000,0.014867,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.361285,0.000000,-0.000000,0.000000,0.003999,5.071000
0.108011,0.000000,0.000000,0.016025,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.344797,0.000000,-0.000000,0.000000,0.004006,10.733000
0.112008,0.000000,0.000000,0.017222,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.328403,0.000000,-0.000000,0.000000,0.003997,7.635000
0.116010,0.000000,0.000000,0.018461,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.312046,0.000000,-0.000000,0.000000,0.004002,9.796000
0.120007,0.000000,0.000000,0.019739,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.295764,0.000000,-0.000000,0.000000,0.003998,7.495000
0.124005,0.000000,0.000000,0.021057,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.279540,0.000000,-0.000000,0.000000,0.003998,5.268000
0.128006,0.000000,0.000000,0.022416,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.263359,0.000000,-0.000000,0.000000,0.004001,6.429000
0.132005,0.000000,0.000000,0.023814,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.247246,0.000000,-0.000000,0.000000,0.003999,5.387000
0.136004,0.000000,0.000000,0.025250,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.231189,0.000000,-0.000000,0.000000,0.003999,4.437000
0.140005,0.000000,0.000000,0.026727,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.215185,0.000000,-0.000000,0.000000,0.004000,4.525000
0.144004,0.000000,0.000000,0.028241,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.199240,0.000000,-0.000000,0.000000,0.004000,4.409000
0.148005,0.000000,0.000000,0.029795,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.183350,0.000000,-0.000000,0.000000,0.004000,4.700000
0.152004,0.000000,0.000000,0.031386,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.167519,0.000000,-0.000000,0.000000,0.004000,4.472000
0.156005,0.000000,0.000000,0.033016,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.151742,0.000000,-0.000000,0.000000,0.004001,5.004000
0.160004,0.000000,0.000000,0.034683,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.136026,0.000000,-0.000000,0.000000,0.003999,4.462000
0.164004,0.000000,0.000000,0.036388,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.120365,0.000000,-0.000000,0.000000,0.004000,4.420000
0.168004,0.000000,0.000000,0.038130,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.104761,0.000000,-0.000000,0.000000,0.004000,4.415000
0.172004,0.000000,0.000000,0.039909,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.089214,0.000000,-0.000000,0.000000,0.004000,4.391000
0.176006,0.000000,0.000000,0.041726,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.073715,0.000000,-0.000000,0.000000,0.004002,6.423000
0.180004,0.000000,0.000000,0.043577,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.058289,0.000000,-0.000000,0.000000,0.003998,4.474000
0.184004,0.000000,0.000000,0.045465,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.042911,0.000000,-0.000000,0.000000,0.004000,4.376000
0.188005,0.000000,0.000000,0.047390,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.027587,0.000000,-0.000000,0.000000,0.004000,4.871000
0.192005,0.000000,0.000000,0.049350,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,12.012321,0.000000,-0.000000,0.000000,0.004000,4.903000
0.196006,0.000000,0.000000,0.051346,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.997108,0.000000,-0.000000,0.000000,0.004001,5.712000
0.200005,0.000000,0.000000,0.053376,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.981959,0.000000,-0.000000,0.000000,0.003999,4.615000
0.204005,0.000000,0.000000,0.055442,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.966860,0.000000,-0.000000,0.000000,0.004001,5.202000
0.208019,0.000000,0.000000,0.057550,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.951764,0.000000,-0.000000,0.000000,0.004014,19.475000
0.212010,0.000000,0.000000,0.059680,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.936813,0.000000,-0.000000,0.000000,0.003991,9.988000
0.216012,0.000000,0.000000,0.061850,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.921877,0.000000,-0.000000,0.000000,0.004002,11.631000
0.220006,0.000000,0.000000,0.064051,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.907024,0.000000,-0.000000,0.000000,0.003994,5.793000
0.224007,0.000000,0.000000,0.066288,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.892201,0.000000,-0.000000,0.000000,0.004001,6.843000
0.228005,0.000000,0.000000,0.068558,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.877443,0.000000,-0.000000,0.000000,0.003998,5.134000
0.232011,0.000000,0.000000,0.070866,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.862713,0.000000,-0.000000,0.000000,0.004006,11.314000
0.236005,0.000000,0.000000,0.073199,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.848081,0.000000,-0.000000,0.000000,0.003994,5.439000
0.240009,0.000000,0.000000,0.075572,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.833467,0.000000,-0.000000,0.000000,0.004004,9.360000
0.244006,0.000000,0.000000,0.077972,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.818938,0.000000,-0.000000,0.000000,0.003996,5.595000
0.248005,0.000000,0.000000,0.080406,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.804452,0.000000,-0.000000,0.000000,0.003999,4.868000
0.252005,0.000000,0.000000,0.082873,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.790019,0.000000,-0.000000,0.000000,0.004000,4.641000
0.256005,0.000000,0.000000,0.085372,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.775640,0.000000,-0.000000,0.000000,0.004000,4.580000
0.260005,0.000000,0.000000,0.087903,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.761316,0.000000,-0.000000,0.000000,0.004000,4.556000
0.264005,0.000000,0.000000,0.090465,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.747046,0.000000,-0.000000,0.000000,0.004000,4.551000
0.268005,0.000000,0.000000,0.093058,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.732831,0.000000,-0.000000,0.000000,0.004000,4.565000
0.272005,0.000000,0.000000,0.095682,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.718670,0.000000,-0.000000,0.000000,0.004000,4.541000
0.276005,0.000000,0.000000,0.098338,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.704562,0.000000,-0.000000,0.000000,0.004000,4.573000
0.280005,0.000000,0.000000,0.101023,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.690510,0.000000,-0.000000,0.000000,0.004000,4.512000
0.284005,0.000000,0.000000,0.103739,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.676510,0.000000,-0.000000,0.000000,0.004000,4.544000
0.288005,0.000000,0.000000,0.106485,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.662565,0.000000,-0.000000,0.000000,0.004000,4.539000
0.292005,0.000000,0.000000,0.109261,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.648674,0.000000,-0.000000,0.000000,0.004000,4.552000
0.296005,0.000000,0.000000,0.112066,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.634836,0.000000,-0.000000,0.000000,0.004000,4.547000
0.300005,0.000000,0.000000,0.114901,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.621053,0.000000,-0.000000,0.000000,0.004000,4.598000
0.304005,0.000000,0.000000,0.117766,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.607322,0.000000,-0.000000,0.000000,0.004000,4.704000
0.308005,0.000000,0.000000,0.120659,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.593645,0.000000,-0.000000,0.000000,0.004000,4.699000
0.312005,0.000000,0.000000,0.123581,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.580020,0.000000,-0.000000,0.000000,0.004000,4.823000
0.316016,0.000000,0.000000,0.126539,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.566411,0.000000,-0.000000,0.000000,0.004011,16.188000
0.320006,0.000000,0.000000,0.129511,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.552928,0.000000,-0.000000,0.000000,0.003990,6.109000
0.324021,0.000000,0.000000,0.132528,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.539415,0.000000,-0.000000,0.000000,0.004014,20.511000
0.328007,0.000000,0.000000,0.135553,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.526049,0.000000,-0.000000,0.000000,0.003987,7.321000
0.332010,0.000000,0.000000,0.138617,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.512681,0.000000,-0.000000,0.000000,0.004002,9.723000
0.336011,0.000000,0.000000,0.141708,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.499371,0.000000,-0.000000,0.000000,0.004002,11.292000
0.340006,0.000000,0.000000,0.144821,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.486135,0.000000,-0.000000,0.000000,0.003994,5.546000
0.344005,0.000000,0.000000,0.147965,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.472936,0.000000,-0.000000,0.000000,0.004000,5.356000
0.348012,0.000000,0.000000,0.151141,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,11.459765,0.000000,-0.000000,0.000000,0.004007,11.870000
